apply_country,filing_year,assignee_country,cnt
IL,2023,CA,9
IN,1996,US,9
IN,2001,US,9
IN,2008,US,9
IN,2010,GB,9
IN,2015,CH,9
IN,2015,DK,9
IT,1990,CH,9
IT,1991,FR,9
IT,1997,FR,9
IT,1998,CN,9
IT,2000,AT,9
IT,2002,US,9
IT,2002,JP,9
IT,2009,LU,9
JO,2008,US,9
JO,2015,RU,9
JO,2016,US,9
JO,2017,RU,9
JP,1994,IT,9
JP,1995,CH,9
JP,1995,AT,9
JP,1997,DE,9
JP,2008,US,9
KR,1991,CH,9
KR,1992,CH,9
KR,1992,SE,9
KR,1994,AT,9
KR,1994,FR,9
KR,1997,CH,9
KR,2000,CH,9
LT,2010,DE,9
LT,2012,CH,9
LT,2012,BE,9
LT,2013,BE,9
LT,2014,BE,9
LT,2015,BE,9
LT,2017,BE,9
LT,2018,GB,9
LT,2023,US,9
LV,1993,CH,9
MA,1997,CH,9
MA,2006,ES,9
MA,2008,NL,9
MA,2009,DE,9
MA,2010,BE,9
MA,2012,FR,9
MA,2015,SE,9
MA,2016,BE,9
MD,2016,GB,9
MD,2017,US,9
ME,2015,US,9
MX,1991,DE,9
MX,1992,DE,9
MX,2000,IT,9
MY,1998,NL,9
MY,1998,FR,9
MY,2000,BE,9
MY,2005,NL,9
MY,2012,FR,9
MY,2020,KR,9
MY,2022,DE,9
MY,2022,CN,9
NI,2010,FR,9
NI,2015,US,9
NL,1993,JP,9
NL,1995,JP,9
NL,1996,US,9
NL,1999,JP,9
NL,1999,US,9
NL,2000,DE,9
NL,2010,JP,9
NO,2018,JP,9
NO,2019,CN,9
NZ,1993,GB,9
NZ,1997,US,9
NZ,1999,US,9
NZ,2007,US,9
NZ,2009,US,9
PA,1998,US,9
PE,2000,NL,9
PE,2007,CL,9
PE,2008,FR,9
PE,2008,FI,9
PE,2008,JP,9
PE,2010,FR,9
PE,2010,ES,9
PE,2015,CA,9
PE,2015,CL,9
PE,2017,BE,9
PE,2017,ES,9
PE,2017,GB,9
PE,2018,FI,9
PE,2019,ES,9
PE,2021,NL,9
PE,2022,AU,9
PH,1992,US,9
PH,2010,FR,9
PH,2022,KR,9
PL,1994,SE,9
PL,2023,FR,9
PT,1990,JP,9
PT,1991,BE,9
PT,1992,GB,9
PT,1992,FR,9
PT,1994,JP,9
PT,1997,ES,9
PT,1998,NL,9
PT,1999,JP,9
PT,2004,DK,9
PT,2004,ES,9
PT,2005,CA,9
PT,2020,GB,9
PT,2021,IT,9
PT,2023,ES,9
PY,2017,US,9
RO,1997,US,9
RS,2012,AT,9
RS,2013,CA,9
RS,2014,IT,9
RS,2014,FR,9
RS,2014,BE,9
RS,2015,BE,9
RS,2016,JP,9
RU,1990,FI,9
RU,1998,KR,9
RU,2001,CH,9
RU,2002,SE,9
RU,2003,AU,9
SA,2008,US,9
SA,2009,JP,9
SA,2013,US,9
SA,2016,GB,9
SA,2018,NL,9
SA,2018,AT,9
SA,2019,FR,9
SA,2021,KR,9
SA,2023,DE,9
SE,1990,NO,9
SE,1991,LU,9
SE,1993,FI,9
SE,1993,US,9
SE,2000,DE,9
SE,2001,DE,9
SE,2002,JP,9
SE,2002,NO,9
SE,2004,DK,9
SE,2004,NO,9
SE,2005,US,9
SE,2006,US,9
SE,2014,LU,9
SE,2016,FI,9
SG,1993,US,9
SG,2008,DE,9
SI,1996,DE,9
SI,2000,BE,9
SI,2000,FR,9
SI,2005,GB,9
SI,2007,AT,9
SI,2007,DK,9
SI,2008,GB,9
SI,2011,NL,9
SI,2014,GB,9
SI,2016,FR,9
SI,2016,AT,9
SI,2017,AT,9
SI,2017,BE,9
SK,1990,US,9
SK,1991,DE,9
SK,1992,SE,9
SK,1993,CH,9
SK,1995,IT,9
SK,1996,CH,9
SK,1997,GB,9
SK,1997,NL,9
SK,1998,JP,9
SK,1999,NL,9
SK,2000,CH,9
SK,2000,GB,9
SK,2008,CZ,9
SM,2012,DE,9
TN,1998,US,9
TN,2008,FR,9
TN,2009,FR,9
TN,2010,CH,9
TN,2011,IT,9
TN,2014,CH,9
TN,2017,FR,9
TR,1992,US,9
TR,1997,FR,9
TR,1999,SE,9
TR,1999,CH,9
TR,1999,BE,9
TR,2000,GB,9
TR,2000,IT,9
TR,2005,US,9
TR,2011,JP,9
TR,2013,FI,9
TR,2014,DK,9
TR,2023,CN,9
TW,1994,KR,9
TW,1994,SE,9
TW,1994,IT,9
TW,1997,AU,9
UA,1995,AT,9
UA,1996,AT,9
UA,2001,CH,9
UA,2001,DE,9
UA,2003,RU,9
UA,2011,FR,9
UA,2012,FR,9
UA,2013,NL,9
UA,2014,GB,9
UA,2016,CN,9
UA,2016,GB,9
UA,2016,RU,9
UA,2016,NL,9
UA,2020,DE,9
UY,1998,US,9
ZA,1994,FR,9
ZA,1994,DE,9
ZA,1995,GB,9
ZA,2002,DE,9
ZA,2008,JP,9
AR,1992,US,8
AR,1997,IT,8
AR,1997,NL,8
AR,1997,CA,8
AR,1999,GB,8
AR,2000,CA,8
AR,2004,GB,8
AR,2016,SE,8
AR,2019,BE,8
AR,2021,JP,8
AT,2015,IT,8
AT,2016,JP,8
AT,2019,LI,8
AT,2020,CH,8
AT,2020,CN,8
AT,2022,JP,8
AT,2023,US,8
AU,1993,NL,8
AU,1995,CH,8
AU,1996,FR,8
BE,1995,FR,8
BE,2014,CN,8
BE,2015,FR,8
BE,2018,DE,8
BE,2020,US,8
BE,2021,DE,8
BG,1993,SE,8
BG,1994,FR,8
BG,1997,FR,8
BG,1997,CA,8
BG,1998,GB,8
BG,1999,RU,8
BG,2002,BE,8
BR,2023,CN,8
CH,2005,DE,8
CH,2009,DE,8
CH,2010,AT,8
CH,2023,AT,8
CL,2007,JP,8
CL,2008,SE,8
CL,2008,BR,8
CL,2010,DE,8
CL,2011,JP,8
CN,1990,IT,8
CN,2009,HK,8
CN,2011,FR,8
CO,1999,FR,8
CO,2006,US,8
CO,2009,JP,8
CO,2012,ES,8
CO,2012,GB,8
CO,2013,BR,8
CO,2013,ES,8
CO,2013,FR,8
CO,2014,BR,8
CO,2014,BE,8
CO,2017,CA,8
CO,2017,BE,8
CO,2018,DE,8
CO,2020,FR,8
CO,2021,ES,8
CO,2021,CA,8
CO,2023,CA,8
CO,2023,FR,8
CO,2023,JP,8
CR,2015,CH,8
CR,2017,CH,8
CR,2023,US,8
CU,2015,FR,8
CU,2015,CH,8
CU,2019,CN,8
CU,2021,RU,8
CY,1998,US,8
CY,2006,BE,8
CY,2009,FR,8
CY,2011,IT,8
CY,2013,BE,8
CY,2014,IT,8
CZ,1990,NL,8
CZ,1990,CH,8
CZ,1993,KR,8
CZ,1995,FR,8
CZ,1998,SE,8
CZ,1998,BE,8
CZ,2014,SK,8
CZ,2014,PL,8
DK,2022,US,8
DK,2023,JP,8
DO,2011,US,8
DZ,1999,US,8
EC,2007,US,8
EC,2009,US,8
EE,2001,DE,8
EE,2002,US,8
EE,2011,FR,8
EG,2008,US,8
EG,2010,FR,8
EG,2011,DE,8
ES,1990,GB,8
ES,1991,FR,8
ES,1993,IT,8
ES,1995,GB,8
ES,1995,AT,8
ES,1996,JP,8
ES,1997,KR,8
ES,2020,CA,8
FI,1997,CH,8
FI,2001,DE,8
FI,2006,US,8
FI,2013,AU,8
FI,2017,DK,8
FI,2017,CN,8
FI,2023,BE,8
FR,1992,GB,8
FR,1993,ES,8
FR,1994,IT,8
FR,1995,LU,8
FR,2000,IT,8
FR,2001,IT,8
FR,2002,KR,8
FR,2002,BE,8
FR,2004,TW,8
FR,2006,GB,8
FR,2009,CN,8
FR,2013,TW,8
FR,2021,BE,8
FR,2021,CH,8
GB,1990,IE,8
GB,1990,CA,8
GB,1997,IE,8
GB,2023,NL,8
GE,2010,US,8
GR,1997,CA,8
GR,1999,NL,8
GR,2000,JP,8
GR,2001,NL,8
HK,1993,DE,8
HK,1996,NL,8
HK,1997,SE,8
HK,1999,CH,8
HK,2000,CH,8
HK,2001,IT,8
HK,2004,IT,8
HK,2006,DK,8
HK,2007,AU,8
HK,2008,DK,8
HK,2010,CA,8
HK,2016,KY,8
HR,1998,US,8
HR,2005,DE,8
HR,2006,DE,8
HR,2009,IT,8
HR,2015,AT,8
HR,2015,BE,8
HR,2017,NO,8
HR,2019,NO,8
HU,1990,CH,8
HU,1990,AT,8
HU,1991,IT,8
HU,2021,AT,8
IL,1990,CH,8
IL,1992,CH,8
IL,1995,CH,8
IL,1996,JP,8
IL,2000,GB,8
IL,2000,JP,8
IL,2002,GB,8
IL,2003,IT,8
IL,2004,AU,8
IL,2005,JP,8
IL,2006,JP,8
IL,2007,CH,8
IL,2007,IT,8
IL,2007,AU,8
IL,2008,BE,8
IL,2009,IT,8
IL,2010,AU,8
IL,2012,JP,8
IL,2015,AT,8
IL,2023,IN,8
IN,1993,US,8
IN,2002,US,8
IN,2009,US,8
IN,2010,NL,8
IT,1992,JP,8
IT,2000,GB,8
IT,2009,US,8
JO,2020,RU,8
JP,1991,FR,8
JP,1995,GB,8
JP,2000,FR,8
JP,2002,US,8
JP,2003,US,8
JP,2006,US,8
KR,1992,NL,8
KR,1993,CA,8
KR,1993,AU,8
KR,1997,GB,8
KR,1998,FR,8
KR,1998,RU,8
KR,2002,FR,8
LT,1993,IT,8
LT,2010,BE,8
LT,2011,FR,8
LT,2012,JP,8
LT,2016,BE,8
LT,2017,DK,8
LT,2018,IT,8
LT,2019,FR,8
LT,2020,GB,8
LU,2017,US,8
LU,2019,US,8
LU,2019,DE,8
LU,2020,US,8
LU,2023,DE,8
LV,1993,FR,8
LV,1993,FI,8
MA,2002,FR,8
MA,2004,FR,8
MA,2007,ES,8
MA,2007,DE,8
MA,2009,CH,8
MA,2011,IT,8
MA,2012,DE,8
MA,2020,ES,8
MD,2015,US,8
ME,2006,US,8
ME,2010,US,8
ME,2012,US,8
ME,2013,US,8
MX,1997,GB,8
MX,1999,SE,8
MY,1992,FR,8
MY,1994,SE,8
MY,1995,GB,8
MY,1997,KR,8
MY,1998,SE,8
MY,2002,DE,8
MY,2005,FR,8
MY,2006,CH,8
MY,2020,RU,8
NI,2018,US,8
NL,1991,JP,8
NL,1996,DE,8
NL,1997,DE,8
NL,1999,FR,8
NL,2001,DE,8
NL,2001,US,8
NL,2007,US,8
NL,2015,DK,8
NL,2017,US,8
NL,2020,JP,8
NL,2021,TW,8
NO,2017,JP,8
NO,2018,FI,8
NO,2019,JP,8
NO,2021,US,8
NZ,1996,US,8
NZ,2000,US,8
NZ,2001,US,8
PE,1997,CH,8
PE,2003,FI,8
PE,2005,FI,8
PE,2005,GB,8
PE,2006,FI,8
PE,2008,CA,8
PE,2009,JP,8
PE,2010,FI,8
PE,2011,FI,8
PE,2012,DE,8
PE,2014,JP,8
PE,2015,DK,8
PE,2015,BE,8
PE,2016,FR,8
PE,2016,BE,8
PE,2020,JP,8
PE,2021,CA,8
PH,2010,IN,8
PH,2021,FR,8
PL,1991,CH,8
PL,1992,SE,8
PL,1994,AT,8
PL,2023,FI,8
PT,1990,NL,8
PT,1993,GB,8
PT,1994,DE,8
PT,1995,AU,8
PT,1997,CA,8
PT,2005,JP,8
PT,2005,AT,8
PT,2021,CH,8
PT,2022,DE,8
PY,2016,US,8
PY,2018,US,8
RO,1992,US,8
RO,1996,US,8
RO,1996,FR,8
RS,2004,DE,8
RS,2008,US,8
RS,2008,DE,8
RS,2011,AU,8
RS,2012,GB,8
RS,2013,GB,8
RS,2014,JP,8
RS,2016,BE,8
RS,2017,AT,8
RS,2018,CH,8
RS,2019,AU,8
RS,2020,FR,8
RU,1990,KZ,8
RU,1996,TM,8
RU,1997,SE,8
RU,1998,IT,8
RU,1998,BY,8
RU,1998,SE,8
RU,1999,FR,8
RU,2002,AU,8
RU,2019,IT,8
SA,2018,CA,8
SA,2020,JP,8
SA,2021,IN,8
SA,2022,IT,8
SA,2022,RU,8
SE,1990,IT,8
SE,1990,FR,8
SE,1991,IT,8
SE,1991,DE,8
SE,1994,GB,8
SE,1995,CH,8
SE,1996,KR,8
SE,2000,FR,8
SE,2003,CH,8
SE,2016,CH,8
SE,2017,CH,8
SE,2018,CH,8
SE,2021,NO,8
SE,2023,CN,8
SG,1990,JP,8
SG,1991,JP,8
SG,1992,JP,8
SG,2009,CA,8
SI,1993,DE,8
SI,1994,AT,8
SI,2002,FR,8
SI,2007,GB,8
SI,2007,CH,8
SI,2010,KR,8
SI,2012,GB,8
SI,2012,FR,8
SI,2013,CA,8
SI,2015,DK,8
SI,2016,JP,8
SI,2021,US,8
SK,1993,CA,8
SK,1995,FR,8
SK,1996,BE,8
SK,1998,CH,8
SK,1999,GB,8
SK,2004,CZ,8
SK,2005,CZ,8
SK,2009,AT,8
SM,2015,GB,8
SM,2016,DE,8
SM,2017,DE,8
SM,2018,US,8
SM,2018,ES,8
SV,2018,US,8
TN,2009,CH,8
TN,2012,US,8
TN,2014,US,8
TR,1991,DE,8
TR,1996,BE,8
TR,1996,CA,8
TR,1997,IT,8
TR,1998,SE,8
TR,1998,IT,8
TR,1998,NL,8
TR,1999,KR,8
TR,2000,CH,8
TR,2010,DE,8
TR,2011,FR,8
TR,2013,AT,8
TR,2013,CH,8
TR,2014,ES,8
TR,2015,NL,8
TR,2016,GB,8
TW,1995,AT,8
TW,1996,BE,8
TW,1998,IT,8
UA,1993,FR,8
UA,1995,DE,8
UA,1996,GB,8
UA,2000,FR,8
UA,2001,RU,8
UA,2002,DE,8
UA,2005,NL,8
UA,2005,CH,8
UA,2007,AT,8
UA,2008,CH,8
UA,2014,NL,8
UA,2014,IT,8
UA,2015,DK,8
UA,2016,FR,8
UA,2017,CN,8
UA,2018,LU,8
UA,2018,FR,8
UA,2020,GB,8
UA,2020,FR,8
UY,2004,US,8
UY,2007,ES,8
UY,2011,AR,8
UY,2012,ES,8
UY,2013,FR,8
UY,2015,CH,8
UY,2021,FI,8
ZA,1994,CH,8
ZA,1995,FR,8
ZA,2003,DE,8
ZA,2008,GB,8
AR,1997,SE,7
AR,1998,NL,7
AR,1999,CH,7
AR,2000,DK,7
AR,2001,NL,7
AR,2015,GB,7
AR,2015,CA,7
AR,2015,DK,7
AR,2016,DK,7
AR,2016,CA,7
AR,2017,NL,7
AR,2017,GB,7
AR,2021,BR,7
AR,2023,CH,7
AT,2013,CH,7
AT,2017,CH,7
AU,1992,FR,7
AU,1997,FR,7
AU,1998,CH,7
AU,2000,CH,7
BE,1991,FR,7
BE,1994,US,7
BE,2016,FR,7
BE,2017,US,7
BG,1990,US,7
BG,1991,IT,7
BG,1993,NL,7
BG,1996,GB,7
BG,1999,CH,7
BG,1999,JP,7
BG,1999,NL,7
BG,2000,FR,7
BG,2001,GB,7
BG,2002,RU,7
BR,1990,SE,7
BR,1993,AT,7
BR,2023,JP,7
CH,2001,DE,7
CH,2006,DE,7
CH,2017,CN,7
CH,2020,AT,7
CH,2021,DE,7
CL,2008,GB,7
CL,2009,FR,7
CN,1991,AU,7
CN,2009,CH,7
CN,2013,JP,7
CO,1998,FR,7
CO,2000,DE,7
CO,2009,BR,7
CO,2010,BE,7
CO,2010,FR,7
CO,2011,AU,7
CO,2012,DE,7
CO,2012,AU,7
CO,2014,IT,7
CO,2018,BR,7
CO,2019,DE,7
CO,2020,DE,7
CO,2021,DE,7
CO,2021,NL,7
CO,2021,SE,7
CO,2022,FR,7
CO,2022,GB,7
CO,2023,SE,7
CO,2023,GB,7
CR,2008,CH,7
CR,2009,BE,7
CR,2010,FR,7
CR,2010,DE,7
CR,2015,DE,7
CR,2015,FR,7
CR,2020,CH,7
CR,2021,DE,7
CU,2012,DE,7
CY,2006,CH,7
CY,2006,NL,7
CY,2010,GB,7
CY,2010,CH,7
CY,2011,GB,7
CY,2013,IT,7
CY,2014,GB,7
CY,2015,CH,7
CY,2017,IT,7
CY,2018,AT,7
CY,2021,GB,7
CZ,1991,HU,7
CZ,1991,AT,7
CZ,1994,FI,7
CZ,1994,JP,7
CZ,2002,AU,7
CZ,2008,DE,7
CZ,2017,SK,7
CZ,2020,SK,7
CZ,2023,SK,7
DZ,2000,US,7
EC,2022,CA,7
EC,2022,DE,7
EE,1995,DE,7
EE,1996,SE,7
EE,1997,FI,7
EE,1998,FR,7
EE,1999,DK,7
EG,2007,US,7
EG,2008,GB,7
EG,2009,IT,7
ES,1990,IT,7
ES,1993,GB,7
ES,1993,JP,7
ES,1994,SE,7
ES,1996,IT,7
ES,1997,GB,7
ES,1997,NL,7
ES,1998,GB,7
ES,1999,CA,7
ES,2001,AT,7
ES,2001,DK,7
ES,2019,KR,7
ES,2020,CH,7
ES,2020,DE,7
ES,2022,FR,7
FI,1997,NO,7
FI,1999,JP,7
FI,2003,SE,7
FI,2015,JP,7
FI,2018,SE,7
FR,1990,HU,7
FR,1991,TW,7
FR,1991,ZA,7
FR,1992,IT,7
FR,1993,LU,7
FR,1993,NL,7
FR,1996,KR,7
FR,1997,CH,7
FR,2000,SE,7
FR,2001,GB,7
FR,2004,GB,7
FR,2004,CA,7
FR,2006,ES,7
FR,2016,GB,7
FR,2017,TW,7
FR,2017,GB,7
FR,2023,MA,7
GB,1997,NO,7
GE,1997,US,7
GE,2004,US,7
GE,2005,US,7
GE,2013,US,7
GE,2021,CA,7
GR,1995,AT,7
GR,1995,NL,7
GR,1997,BE,7
GR,1998,FR,7
GR,1998,CH,7
GR,1999,AT,7
GR,1999,BE,7
GR,2000,IT,7
HK,1993,AU,7
HK,1996,SE,7
HK,1997,CH,7
HK,2000,CA,7
HK,2000,GB,7
HK,2002,AU,7
HK,2009,DK,7
HK,2010,DK,7
HK,2011,FI,7
HN,1998,US,7
HN,2008,US,7
HR,1993,US,7
HR,1993,DE,7
HR,2002,FR,7
HR,2002,DE,7
HR,2008,SE,7
HR,2009,NL,7
HR,2010,SE,7
HR,2010,BE,7
HR,2011,AT,7
HR,2012,HU,7
HR,2012,GB,7
HR,2012,NL,7
HR,2015,NO,7
HR,2017,SE,7
HR,2018,GB,7
HR,2018,CN,7
HR,2021,CN,7
HU,1991,AT,7
HU,1991,CH,7
HU,2005,JP,7
HU,2008,CA,7
HU,2009,AT,7
HU,2009,GB,7
HU,2022,JP,7
HU,2022,AT,7
HU,2022,IT,7
ID,1998,AU,7
IE,1990,CA,7
IE,1992,CH,7
IL,1992,FR,7
IL,1993,IT,7
IL,1994,IT,7
IL,1996,BE,7
IL,1996,AU,7
IL,1998,FR,7
IL,2000,FR,7
IL,2003,CH,7
IL,2004,CH,7
IL,2005,FR,7
IL,2006,CH,7
IL,2006,FR,7
IL,2007,NL,7
IL,2008,IT,7
IL,2012,ES,7
IL,2013,ES,7
IN,1990,GB,7
IN,1993,GB,7
IN,1996,DE,7
IN,2005,US,7
IN,2010,KR,7
IS,2001,FR,7
IS,2002,US,7
IT,1991,LU,7
IT,1992,FR,7
IT,1994,FR,7
IT,1997,CH,7
IT,2010,LU,7
IT,2011,DE,7
JO,2006,BE,7
JO,2023,US,7
JP,1990,FR,7
JP,1992,NL,7
JP,1994,NL,7
JP,2000,CH,7
JP,2014,US,7
KR,1990,IT,7
KR,1990,CH,7
KR,1999,GB,7
KR,2001,CA,7
KR,2002,CA,7
LT,2009,JP,7
LT,2010,CH,7
LT,2010,GB,7
LT,2011,NL,7
LT,2012,GB,7
LT,2013,IT,7
LT,2014,IT,7
LT,2014,GB,7
LT,2015,SE,7
LT,2017,FI,7
LT,2017,CN,7
LT,2017,SE,7
LT,2018,BE,7
LT,2019,GB,7
LU,2001,US,7
LU,2010,BE,7
LU,2016,DE,7
LU,2021,FR,7
LV,1992,DE,7
LV,1992,GB,7
MA,1992,FR,7
MA,1999,FR,7
MA,2002,US,7
MA,2008,IT,7
MA,2008,BE,7
MA,2009,ES,7
MA,2009,IT,7
MA,2009,BE,7
MA,2010,AU,7
MA,2014,BE,7
MA,2016,DK,7
MA,2021,DK,7
MD,1993,GB,7
MD,2007,RO,7
MD,2012,US,7
ME,2009,US,7
ME,2013,DE,7
MX,1993,AU,7
MX,1993,JP,7
MX,1995,AU,7
MX,1995,AT,7
MY,1991,GB,7
MY,1993,NL,7
MY,1994,NL,7
MY,1995,CH,7
MY,1999,GB,7
MY,1999,BE,7
MY,2003,CH,7
MY,2004,GB,7
MY,2005,BE,7
MY,2006,AU,7
MY,2020,DK,7
MY,2021,CH,7
MY,2023,KR,7
NL,1994,US,7
NL,2005,DE,7
NL,2009,BE,7
NL,2017,BE,7
NL,2017,DE,7
NL,2018,US,7
NL,2019,US,7
NL,2022,US,7
NO,2015,DE,7
NO,2016,FR,7
NZ,1995,AU,7
PA,2000,US,7
PA,2001,US,7
PE,2004,DE,7
PE,2004,CH,7
PE,2006,CH,7
PE,2007,CH,7
PE,2008,BE,7
PE,2009,GB,7
PE,2009,FR,7
PE,2011,BR,7
PE,2011,CA,7
PE,2011,ES,7
PE,2012,CH,7
PE,2013,CL,7
PE,2013,FR,7
PE,2013,FI,7
PE,2014,BE,7
PE,2015,JP,7
PE,2016,FI,7
PE,2018,AU,7
PE,2018,FR,7
PE,2018,CH,7
PE,2019,BE,7
PE,2019,JP,7
PE,2021,JP,7
PE,2022,KR,7
PE,2022,JP,7
PE,2023,KR,7
PH,2010,KR,7
PH,2013,CH,7
PL,1990,IT,7
PL,1991,FI,7
PL,1992,NL,7
PL,1992,JP,7
PT,1991,SE,7
PT,1992,JP,7
PT,1992,CH,7
PT,1993,JP,7
PT,1994,IT,7
PT,1996,NL,7
PT,1996,CA,7
PT,2004,SE,7
PT,2022,DK,7
PY,2022,BR,7
RO,1998,US,7
RS,2002,US,7
RS,2007,GB,7
RS,2007,DE,7
RS,2009,FR,7
RS,2010,DE,7
RS,2011,IT,7
RS,2011,AT,7
RS,2014,CN,7
RS,2015,FI,7
RS,2015,AT,7
RS,2016,AU,7
RS,2017,DK,7
RS,2018,BE,7
RS,2019,FR,7
RS,2020,GB,7
RS,2020,CH,7
RS,2021,CH,7
RU,1990,NL,7
RU,2000,BY,7
RU,2001,JP,7
RU,2020,TW,7
SA,2000,US,7
SA,2004,US,7
SA,2010,JP,7
SA,2015,IT,7
SA,2015,IN,7
SA,2016,KR,7
SA,2017,NL,7
SA,2020,FR,7
SA,2022,CA,7
SA,2023,IT,7
SE,1990,CH,7
SE,1991,HU,7
SE,1991,NO,7
SE,1994,DK,7
SE,1997,KR,7
SE,1998,CH,7
SE,2000,GB,7
SE,2005,FI,7
SE,2009,CH,7
SE,2011,FI,7
SE,2014,CH,7
SE,2014,DE,7
SE,2015,CH,7
SE,2015,US,7
SE,2016,CN,7
SE,2019,NO,7
SI,1993,US,7
SI,1995,IT,7
SI,1996,US,7
SI,2001,DE,7
SI,2001,BE,7
SI,2005,FR,7
SI,2007,SE,7
SI,2008,JP,7
SI,2008,SE,7
SI,2008,BE,7
SI,2010,CA,7
SI,2011,IT,7
SI,2015,NL,7
SI,2016,SE,7
SI,2019,CH,7
SI,2022,DE,7
SK,1992,NL,7
SK,1992,GB,7
SK,1997,CZ,7
SK,1998,IT,7
SK,1999,AT,7
SK,1999,DK,7
SK,2000,IT,7
SK,2002,JP,7
SM,2011,DE,7
SM,2013,CH,7
SM,2013,DE,7
SM,2014,IT,7
SM,2014,JP,7
SM,2019,GB,7
TN,2008,CH,7
TN,2009,US,7
TN,2011,ES,7
TN,2012,IT,7
TN,2015,DE,7
TN,2015,CH,7
TR,1994,DE,7
TR,1995,CH,7
TR,1997,SE,7
TR,1998,JP,7
TR,2002,DE,7
TR,2004,US,7
TR,2009,JP,7
TR,2012,BE,7
TR,2013,BE,7
TR,2013,DK,7
TR,2014,FI,7
TR,2016,NL,7
TW,1990,US,7
TW,1991,GB,7
TW,1991,DE,7
TW,1991,FR,7
TW,1995,CA,7
TW,1995,AU,7
UA,1998,FR,7
UA,2002,GB,7
UA,2004,AT,7
UA,2004,RU,7
UA,2006,RU,7
UA,2006,IT,7
UA,2006,DK,7
UA,2009,DK,7
UA,2010,RU,7
UA,2010,CH,7
UA,2010,AT,7
UA,2010,IT,7
UA,2013,JP,7
UA,2013,DK,7
UA,2014,CN,7
UA,2015,NL,7
UA,2015,IT,7
UA,2015,FR,7
UA,2016,LU,7
UA,2016,BE,7
UA,2017,SE,7
UA,2019,LU,7
UA,2019,GB,7
UA,2020,LU,7
UA,2020,CN,7
UY,2013,CH,7
UY,2019,BR,7
ZA,1993,GB,7
ZA,1995,DE,7
ZA,1996,US,7
ZA,1997,NL,7
ZA,1999,US,7
ZA,2001,US,7
ZA,2004,FR,7
ZA,2004,FI,7
ZA,2008,CH,7
AR,1996,NL,6
AR,1996,CA,6
AR,1998,AU,6
AR,1999,NL,6
AR,2001,BE,6
AR,2002,NL,6
AR,2003,US,6
AR,2004,IT,6
AR,2005,DK,6
AR,2005,JP,6
AR,2005,CH,6
AR,2022,CA,6
AR,2023,KY,6
AR,2023,GB,6
AT,2011,GB,6
AT,2011,US,6
AT,2012,FI,6
AT,2014,CZ,6
AT,2020,US,6
AU,1991,GB,6
AU,1993,DE,6
AU,1995,CA,6
AU,1997,CH,6
AU,1998,GB,6
AU,1998,CA,6
AU,1999,PL,6
AU,2000,NL,6
BE,1992,JP,6
BE,1994,IE,6
BE,1995,DE,6
BE,2016,NL,6
BE,2017,DE,6
BE,2017,FR,6
BE,2018,CN,6
BE,2019,FI,6
BE,2021,CH,6
BG,1992,DE,6
BG,1994,IT,6
BG,1995,DE,6
BG,1995,RU,6
BG,1996,FI,6
BG,1997,CH,6
BG,1997,BE,6
BG,1999,BE,6
BG,2002,SE,6
BG,2003,CH,6
BR,1992,IT,6
BR,2023,US,6
CH,1993,JP,6
CH,1996,US,6
CH,1998,DE,6
CH,2011,AT,6
CH,2016,US,6
CH,2017,AT,6
CH,2018,ES,6
CL,2004,DE,6
CL,2007,CA,6
CL,2008,CA,6
CL,2009,GB,6
CL,2010,GB,6
CN,2009,IT,6
CN,2012,US,6
CN,2016,NL,6
CO,1994,NL,6
CO,1997,DE,6
CO,1997,GB,6
CO,1999,BE,6
CO,2003,US,6
CO,2009,CH,6
CO,2011,IN,6
CO,2011,BR,6
CO,2011,ES,6
CO,2012,DK,6
CO,2012,KP,6
CO,2017,DK,6
CO,2018,JP,6
CO,2018,BE,6
CO,2019,ES,6
CO,2019,GB,6
CO,2019,PT,6
CO,2020,SE,6
CO,2020,CN,6
CO,2021,IT,6
CO,2021,BR,6
CO,2022,PE,6
CO,2023,IN,6
CR,2017,BE,6
CU,2011,IT,6
CU,2013,DE,6
CU,2014,IN,6
CU,2017,DE,6
CU,2018,IN,6
CY,2006,JP,6
CY,2007,SE,6
CY,2009,CH,6
CY,2014,JP,6
CY,2015,FR,6
CY,2016,ES,6
CY,2016,CH,6
CY,2017,GB,6
CY,2018,AU,6
CY,2019,NO,6
CY,2020,BE,6
CY,2020,NL,6
CZ,1990,IT,6
CZ,1990,GB,6
CZ,2002,PL,6
CZ,2002,IT,6
CZ,2021,CA,6
DK,2023,NL,6
DK,2023,CN,6
DO,2023,US,6
DZ,2001,US,6
EC,2014,US,6
EC,2016,CH,6
EC,2019,CH,6
EE,1994,GB,6
EE,1994,FI,6
EE,1995,US,6
EE,1995,FI,6
EE,1996,FR,6
EE,1997,FR,6
EE,1998,AT,6
EE,1999,NL,6
EE,1999,DE,6
EG,2005,US,6
EG,2007,NO,6
EG,2007,BE,6
EG,2007,NL,6
EG,2011,FR,6
EG,2012,IT,6
ES,1991,AU,6
ES,1991,CH,6
ES,1992,GB,6
ES,1997,FR,6
ES,1998,IT,6
ES,2000,DK,6
ES,2002,KR,6
ES,2020,CL,6
ES,2021,GB,6
ES,2021,UA,6
ES,2022,RU,6
ES,2022,GB,6
ES,2022,IT,6
FI,1997,NL,6
FI,1998,DK,6
FI,2007,JP,6
FI,2008,CL,6
FI,2012,AT,6
